query,rule_id,bm25_score,keyword_score
Deploy a Waste Management IoT Sensor with Fan Alerts,r8,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r9,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r10,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r11,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r12,1.0000,0.0909
Deploy a Waste Management IoT Sensor with Fan Alerts,r13,1.0000,0.0909
Deploy a Waste Management IoT Sensor with Fan Alerts,r14,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r15,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r16,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r17,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r18,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r19,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r20,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r21,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r22,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r23,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r24,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r25,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r26,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r27,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r28,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r29,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r30,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r31,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r32,0.0000,0.0000
Deploy a Waste Management IoT Sensor with Fan Alerts,r33,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r1,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r2,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r3,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r4,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r5,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r6,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r7,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r8,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r9,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r10,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r11,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r12,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r13,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r14,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r15,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r16,1.0000,0.0667
Implement a Air Traffic Control Backup System with ARP Checks,r17,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r18,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r19,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r20,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r21,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r22,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r23,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r24,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r25,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r26,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r27,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r28,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r29,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r30,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r31,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r32,0.0000,0.0000
Implement a Air Traffic Control Backup System with ARP Checks,r33,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r1,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r2,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r3,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r4,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r5,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r6,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r7,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r8,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r9,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r10,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r11,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r12,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r13,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r14,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r15,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r16,0.1053,0.0667
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r17,0.1223,0.0769
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r18,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r19,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r20,0.4962,0.1667
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r21,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r22,1.0000,0.2727
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r23,0.1223,0.0769
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r24,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r25,0.1132,0.0714
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r26,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r27,0.1223,0.0769
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r28,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r29,0.4962,0.1667
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r30,0.1330,0.0833
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r31,1.0000,0.2727
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r32,0.0000,0.0000
Build a Nuclear Plant Sensor Network with Zero Packet Loss,r33,0.1132,0.0769
Setup a Railway Signaling System with CPU Stability,r1,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r2,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r3,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r4,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r5,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r6,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r7,1.0000,0.1111
Setup a Railway Signaling System with CPU Stability,r8,0.9123,0.1000
Setup a Railway Signaling System with CPU Stability,r9,1.0000,0.1111
Setup a Railway Signaling System with CPU Stability,r10,0.9123,0.1000
Setup a Railway Signaling System with CPU Stability,r11,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r12,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r13,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r14,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r15,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r16,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r17,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r18,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r19,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r20,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r21,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r22,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r23,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r24,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r25,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r26,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r27,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r28,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r29,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r30,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r31,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r32,0.0000,0.0000
Setup a Railway Signaling System with CPU Stability,r33,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r1,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r2,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r3,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r4,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r5,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r6,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r7,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r8,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r9,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r10,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r11,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r12,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r13,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r14,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r15,1.0000,0.2500
Create a Augmented Reality Classroom with SSH Access,r16,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r17,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r18,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r19,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r20,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r21,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r22,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r23,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r24,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r25,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r26,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r27,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r28,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r29,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r30,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r31,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r32,0.0000,0.0000
Create a Augmented Reality Classroom with SSH Access,r33,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r1,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r2,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r3,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r4,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r5,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r6,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r7,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r8,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r9,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r10,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r11,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r12,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r13,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r14,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r15,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r16,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r17,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r18,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r19,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r20,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r21,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r22,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r23,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r24,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r25,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r26,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r27,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r28,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r29,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r30,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r31,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r32,0.0000,0.0000
Provision a Wind Turbine Monitoring Node with Thermal Controls,r33,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r1,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r2,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r3,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r4,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r5,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r6,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r7,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r8,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r9,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r10,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r11,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r12,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r13,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r14,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r15,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r16,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r17,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r18,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r19,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r20,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r21,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r22,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r23,0.9194,0.0833
Deploy a Underwater Data Acoustic Link with Buffer Protection,r24,0.0000,0.0000
Deploy a Underwater Data Acoustic Link with Buffer Protection,r25,0.8508,0.0769
